,원문,번역문
922,검찰과 출입국외국인청은 허위난민 관련 범죄의 단속을 위해 지속적으로 공조해 가짜 난민들이 활개를 치는 것을 차단할 방침이다.,Prosecution Service and the Immigration Office will continue to work together to crack down on fake refugees related crime to prevent fake refugees.
923,"좌담회에는 tbs ‘입시본색’에 출연 중인 오종운 종로학원하늘교육 평가이사, 하귀성 비전과멘토 소장, 윤신혁 일산대진고 교사 등이 참석했다.","The round-table talk had Oh Jong-woon, director of sky education at Jongno Academy, who is appearing in TBS' “True Colors of Korean Entrance Exam“ Ha Gui-sung, director of Vision and Mento, and Yoon Shin-hyuk, a teacher at Ilsan Daejin High School, among others."
924,팜세트론 주는 기존의 앰플·바이알 제형이 아닌 ‘프리필드 시린지’ 제형으로 사용 편리성 개선 및 정확한 용량 투여가 가능하다는 강점을 가지고 있다.,"Phamsetron Co., Ltd. has the advantages of ""pre-filled syringe"" formulation instead of the conventional ampoule / vial formulation to improve usability and precise dosage administration."
925,타인을 의식하는 한국인들이 모스크바에 오면(여름이나 가을) 만나는 낯선 풍경이 2년 전까지만 해도 있었다.,"Even two years ago, it was a strange scene, which Koreans who were conscious of others meet when coming to Moscow (summer or autumn)."
926,정씨와 함께 있던 마필 관리사 A씨가 이씨를 제압하는 과정에서 이씨가 휘두른 흉기에 찔려 상해를 입기도 했다.,A horse keeper A who was with Chung got stabbed by Lee and injured in an attemp to overpower him.
927,그동안은 PK와 Mess Study의 프로토콜을 첨부된 프로토콜처럼 1개로 받았었습니다.,We have received the protocol of PK and Mess Study as one as attached.
928,신 회장은 석방 후 임직원들에게 “롯데가 국가 경제 발전에 기여하고 지속적인 성장을 이룰 수 있는 방안을 다각도에서 모색해달라”고 주문한 것으로 알려졌다.,"After his release, Shin reportedly asked executives and employees to seek ways for Lotte to contribute to the nation's economic development and achieve sustained growth in various ways."
929,원인자부담금은 해당 사업 또는 시설물 완공 당시의 오수발생량과 완공연도의 원인자부담금 단위단가를 기준으로 산정한다.,Amount borne by causers shall be calculated on the basis of the amount of wastewater generated at the time of completion of the relevant project or structure and the unit price of charges imposed on causers of the completed year.
930,"아이들을 향한 샘 아빠의 사랑이 감성을 촉촉하게 자극하던 그때, 벤틀리가 옹알이를 하며 분위기를 전환 시켰다.","At the very moment when Sam's love for the children stimulates sensitivity, Bentley changed the mood by blabbling."
931,보복하는 일이 다반사인 세상에서 악의 문제는 날로 심각해지고 있습니다.,"In a world where retaliation is commonplace, the problem of evil is getting worse day by day."
932,무함마드 왕세자는 사우디 경제의 석유의존도를 낮추는 방향으로 산업구조를 재편하는 과정에서 연착륙을 위한 자금으로 석유 수익이 절실한 상황이다.,Crown Prince Muhammad is in dire need of oil revenues as funds for a soft landing in the process of reorganizing the industrial structure to lower the dependence of the Saudi economy on the oil.
933,할아버지가 죽을 때 웃고 있었다는 지우의 증언에 변호사 순호(정우성)는 “자폐아는 사람의 표정조차 잘 구분하지 못한다”며 지우를 정신병자로 몰고 증언에 신빙성이 없다고 주장한다.,"To the witness of Ji-woo who was reportedly smiling when grandfather was dying, Lawyer Soon-ho (Jung Woo-sung) says, ""Autistic child cannot tell the difference of facial expressions"" and claims that accusing Ji-woo of being insane has no credibility."
934,이인좌의 난을 토벌하는 데 공을 세운 후 분무공신에 임명되며 함께 받은 사패 교지는 박문수에게 내려진 전답과 노비의 규모를 보여 준다.,The royal edict exhibits the size of faming lands and slaves received when Bak Mun-su was appointed to the Bunmugongsin after he made the contributions to oppress the Yi In-jwa’s Rebellion.
935,저는 도착해서 먼저 스쿠버 다이빙을 했습니다.,"As soon as I arrived, I went scuba diving first."
936,최하위 20%의 소득이 대폭 감소한 반면 최상위 20%의 소득이 증가해 5분위 배율이 전년 동기 4.61에서 5.47로까지 확대된 것이다.,"While the income of the bottom has decreased significantly, that of the top 20% has increased, expanding the quintile ratio to 5.47 from 4.61 a year earlier."
937,"정부는 종합부동산세 세수효과로 2700억원의 세금이 더 들어오고 유류세 인하로 에너지세, 개별소비세, 교육세가 줄어들 것으로 봤다.","The government believes that the tax on the effect of the comprehensive real estate tax will bring an additional tax of 270 billion won and reduce the energy tax, individual consumption tax and education tax with the reduction of the oil tax."
938,여기서 10분이면 가는 버스가 있습니다.,There's a bus that takes 10 minutes from here.
939,복직해서 좋긴 한데 아이가 너무 어려서 걱정이네요.,I'm glad to return to work but I'm worried that the child is too young.
940,금융위는 우선심사 대상 기업들에게 정식신청을 다시 받아 혁신금융심사위원회를 열고 금융위원회가 최종 심사를 통해 규제특례 여부를 결정한다.,The Financial Services Commission receives the formal application again from the companies subject to the priority review to hold an innovative financial review committee and the Financial Services Commission will decide whether to issue a regulatory exception through a final review.
941,기존 앱에 제로페이 기능이 추가돼 20일부터 서비스된다.,Zero Pay function has been added to existing app and will be serviced from 20th.
942,자세한 시각화된 채팅 통계를 보여줍니다.,It shows you visualized chatting statistics in detail.
943,"경기도내 특성화고등학생 대상 나노융합기술 교육 및 취업지원정책의 일환으로 시행되고 있는 ‘고등학교 산업연수 프로그램’은 한국나노기술원이 보유한 첨단설비를 활용, 현장 전문 인력을 양성하는 프로그램이다.",The ''High School Industrial Training Program'' which is implemented as a part of the nano convergence technology education and employment support policy for specialized high school students in Gyeonggi-do is a program that trains on-site specialists by utilizing the advanced facilities of the Korea Advanced Institute of Nanotechnology.
944,웹 서핑을 하다가 당신을 찾았어요.,I found you through web surfing.
945,호가를 내리지 않는 집주인들이 아직 많은 데다 일부 단지는 신고가를 경신하는 사례도 나오고 있는 등 혼조된 양상을 띠고 있어서다.,"It is because there are still many landlords who don't lower the asking price, and some complexes recorded reported price so, they show a confusing market situation."
946,"페널티박스 근처에서 활발한 움직임을 보였고, 전반 20분 경남이 선제골을 내준 후에는 더 적극적으로 상대 골문을 위협했다.","He showed a vigorous movement near the penalty box, and after in 20th minute Gyeongnam lost the first goal, he threatened even more aggressively the goal."
947,이메일을 보내는 기관에 대해 명확하게 소개된 정보와 출처가 없을 때입니다.,When there is no information and source introduced clearly about institution who sends the email.
948,경상북도 및 선산군 유지들이 1963년 12월 경상북도 구미시 해평면 산양리에 기념비를 건립하였다.,"In December 1963, a monument was erected in Sanyang-ri, Haepyeong-myeon, Gumi-si, Gyeongsangbuk-do by the community leaders of Gyeongsangbuk-do and Seonsan-gun."
949,멜버른 공연은 티켓이 매진돼 식케이에 대한 관심이 높은 팬층이 존재하고 있음을 증명했다고 주최 측이 전해왔다.,"The organizers said that the Melbourne performance was sold out, proving the existence of a highly interested fan-base of Sik-K in the area."
950,이를 보면 음주 및 비만을 일으킬 수 있는 상품을 생산하는 기업에 건강관리 세금을 부과하는 이른바 ‘건강세’ 정책에 대해서는 약 71.6%가 찬성한다고 응답했다.,"In this regard, about 71.6 percent said they were in favor of the so-called Health Tax policy of levying health care taxes on companies that produce drinking products and the products that can cause obesity."
